the_geom,tract,left_cartodb_id,geo_id,state,county,cartodb_id,name,lsad,shape_area,shape_len,area_sqft,right_pop100_re,area_sq_mile,pop_density
0106000020E61000000100000001030000000100000011000000DC49462575C951C0F86DF27B9B244540BC2FD8B8FEC851C044535A12A0244540199560C8EAC851C0F61D6516A1244540A52D088ECBC851C012966DDFA3244540B7A524AFCEC851C0B1C36DA296244540A411F163CCC851C071B48BF84E244540F96BC153C8C851C0B6D2B5D8ED234540E3304293C4C851C0B8568B16A02345405D240EA0DFC851C01557F17D712345402323D42AFAC851C04E1D66BB42234540C325717500C951C02C9BC210392345401992DFF604C951C095F6C5FB7123454093A3399336C951C0C150527DE7234540C074EC2E50C951C079164A271224454054188CDB68C951C010F5187442244540E0BE9A046FC951C047B9169B56244540DC49462575C951C0F86DF27B9B244540,110501,5,1400000US25025110501,25,25,21,1105.01,Tract,1192197.21,4835.588403,6972865.51,3253,0.250117104,13005.90781
0106000020E6100000010000000103000000010000001400000064D6F5F1D0C451C0B0C54AED452C4540A10F5EBBB4C451C0D3FBCA14732C4540193758FCA6C451C0A90BC500892C4540DFB7E3A59BC451C0C13DBEC0AC2C4540D426EF71A6C451C04AC9203CDA2C4540754A9B1DA9C451C09899328AE52C45407FC3AF5582C451C09CD5753BFB2C45406E258C9C85C451C0A93C478D092D45400DA8EE7552C451C0B65C5F251F2D454090F8B79047C451C073BBA352EC2C4540A57A4D4A41C451C0FA57C092AB2C4540B69B2C465DC451C0C47B82DF862C4540CD2A685A62C451C0B376EB387E2C45409E941B8178C451C0A0B121AD312C454045021D3D7EC451C0DFE9E880242C4540C1320FD594C451C08E84D367072C454021CD446799C451C0533F41B8022C45405BBBD6DEA7C451C08700147D3E2C45401A7DEDB3CAC451C0B0D190662C2C454064D6F5F1D0C451C0B0C54AED452C4540,70300,78,1400000US25025070300,25,25,22,703,Tract,617662.8035,3806.719563,3617102.88,3909,0.129745697,30128.16672
0106000020E6100000010000000103000000010000001500000006AF1550A8BF51C02D92F085C930454037B67FDAA8BF51C0ED8FC79BFC3045404A019D9CA1BF51C04130E71C3C3145404778F3FE3FBF51C04B8DE0B88C31454009783ACB2CBF51C0582FDC6454314540CEA3BFED09BF51C08BFD13916131454097E16BCCEBBE51C082EFB1683A3145403A61D6FECEBE51C053FB2550C4304540AD370C93A9BE51C0C8CCCBB392304540E4CC6055BDBE51C092086BB75D30454088F643BFB6BE51C067B0567E19304540DD528B14CABE51C09EC9FB17083045402678DCF3FCBE51C0E1B7567BD82F4540349CB39602BF51C05DAD5320B32F4540E8CF560916BF51C050A0C98CB72F45405E6FDD9733BF51C0E40D5B0C1E304540534F7DEA58BF51C0DECC81CD39304540C1953D997FBF51C0AFA7ECF142304540F9E873999ABF51C0BA969F8845304540ABAB3922DFBF51C0D69361C26830454006AF1550A8BF51C02D92F085C9304540,180200,60,1400000US25025180200,25,25,23,1802,Tract,2411226.895,6804.539438,11491423.52,4109,0.412198051,9968.509042
0106000020E6100000010000000103000000010000001C000000C548BDC282C151C097C035CCD0304540C3C5018063C151C0F93C53CE173145406511B55373C151C0BDA9D32824314540C746465D6BC151C023F417E9453145408D76427573C151C0D8A6AA2171314540EDFED9756FC151C04867A3AB74314540D51F901150C151C0DEF764389E314540709D718923C151C06399FA5B0232454072D820AF07C151C05B87BDC0AC3245408FB7B376DBC051C0C5E30AF0DD324540269F31AEB8C051C063A5A86DC332454055800B76C3C051C0CE0A6400A832454041803BDBA3C051C0F85E936A9F324540D4EBAC33BEC051C0F14C87FA5D3245403EF346C7D5C051C03CF5989F1B3245400FD54674CFC051C0826E66800B3245400D3D6CCEC1C051C0A0325167EE3145404B475ED383C051C049D3ED258D3145405974A4A2B1C051C0123DFCC56C3145406C70FD47A6C051C08652F0F44A3145408FB7B376DBC051C09ADB9DD5023145401C716A9DB8C051C0F1CDCC3CB9304540A3F72A6EDCC051C096008561C030454071D4A9B9DCC051C0CE95FFFE94304540B4D16A4606C151C067DA2BF4C1304540BA5F954561C151C0780B9D86A830454005C643DE72C151C06093D4D2DC304540C548BDC282C151C097C035CCD0304540,51000,87,1400000US25025051000,25,25,24,510,Tract,2286582.008,8357.788024,11241128.12,4089,0.40321994,10140.86753
0106000020E610000001000000010300000001000000300000003379946934C251C0F9247AFEB42F45403BE281751CC251C022612D95B72F45400D227747C6C151C0DA5436734830454098AD78B29BC151C0C74C0DBF9B304540BA5F954561C151C0780B9D86A8304540B4D16A4606C151C067DA2BF4C130454071D4A9B9DCC051C0CE95FFFE94304540A3F72A6EDCC051C096008561C03045401C716A9DB8C051C0F1CDCC3CB9304540E97E33BE2FC051C0791657CD733045402A74066003C051C0125A393E5A304540ABAB3922DFBF51C0D69361C268304540F9E873999ABF51C0BA969F88453045402224C3F4BDBF51C043389B012E3045402CE5E349D2BF51C06C0F9D14E62F4540D3C10227DBBF51C0EB8D3E56F02F454041AD0EBBEFBF51C0FACE6D54A72F45404FC5F55FE7BF51C0C108A1DD212F4540AD84DE31DFBF51C0C7B8AC0AB02E45401F07A25EF0BF51C0DA71989EB02E4540C0E82F48FABF51C0D7647A53912E4540DC066000E1BF51C0C08E02B8592E45408498F1EEC8BF51C0AF45F17F472E4540224046DA97BF51C00B0A96D7732E45406D2A83B044BF51C0FEB0FCEE692E4540BD2F1AC231BF51C021E18DAD672E4540C56B086F0FBF51C00182764CDD2D4540B08485C954BF51C08F499717602D45403C9BA737A3BF51C076CBDDE34C2D4540EC312F6AF7BF51C03B1F31B77B2D454061EF43882BC051C0F9DC2EBE682D45402DDA293751C051C0F7FBBBEB6C2C4540DC63D89164C051C0E2121B11312C4540825BF7E28BC051C05E23ED612F2C454094902B9D0FC151C067FFCD72D92C4540E78E3D062BC151C0B5F73920092D45403FD0EC7F80C151C07A49D8D64F2D454070034CFDBCC151C0FEA297DD932D4540B7AE10FFB0C151C0FA3918B2BA2D4540189E4C18CDC151C0CF9AF15CDF2D4540610084BBB3C151C0C7BA1476512E45406517A3AEB5C151C0BC5D293FA92E45400712C7F0D8C151C0E840C4EDD02E45401BA63A0323C251C0DB0160E8112F45404C1409DFFBC151C00696AB915D2F454002D05FCB2BC251C01E38C0779B2F454042B9823639C251C0C27F52CDAC2F45403379946934C251C0F9247AFEB42F4540,981300,182,1400000US25025981300,25,25,25,9813,Tract,16383777.99,20157.29373,77303253.63,389,2.772872346,140.2877419
0106000020E6100000010000000103000000010000000B0000002323D42AFAC851C04E1D66BB422345405D240EA0DFC851C01557F17D71234540E3304293C4C851C0B8568B16A02345409EDA4351A0C851C0C9ABC7647123454008E55EB69DC851C0180B7AA86D2345403DE990D26CC851C0BE42722F302345408E2EB9347EC851C0F2DBF7A413234540E6C22EDE8FC851C0099A7B681F2345406A235FECBDC851C0A5DCF5D6C0224540C325717500C951C02C9BC210392345402323D42AFAC851C04E1D66BB42234540,140106,43,1400000US25025140106,25,25,26,1401.06,Tract,482954.7398,2967.837885,3045619.77,1901,0.109246564,17401.00496
0106000020E6100000010000000103000000010000000E0000002ADD783BC2C651C00CADA1478C2A4540ACBD6ED8B6C651C0828FE8BCC62A4540F7BFF9298EC651C05FD59429E62A45400ABADB696BC651C0D1A75B1D002B45407D8898F562C651C08A15836BEE2A454042E0120B7CC651C0CB12EC6E9E2A454057F1133E5BC651C052EC1B05882A454082D36E4738C651C0E56124D5772A45400A2D30B951C651C0F9BCD171352A45403E2FA20C55C651C0446DB707212A45407445B28174C651C0F2716B813D2A4540086A0DE198C651C0D836D3BD4E2A4540C368C116BBC651C0DC3DE9995E2A45402ADD783BC2C651C00CADA1478C2A4540,80900,129,1400000US25025080900,25,25,27,809,Tract,478618.2646,3271.434991,2762558.85,4008,0.099093152,40446.79104
0106000020E61000000100000001030000000100000016000000794945BA9FCA51C0AF1BC651B92B4540C4B92C2460CA51C09BF450F3552C4540A65A5FEB52CA51C063FECF5E7D2C45404B568D9944CA51C001218C47A92C45407023401537CA51C07FF8D475A82C454034C711BEF7C951C0445A7EC4AF2C4540AB7CC11BD2C951C0B21FEED0B02C4540F57D4201DBC951C00B392809892C45406CD23BA1D7C951C01E5B76E2722C45409A9587D9CBC951C0077536C64E2C454080B20647C9C951C067166A183E2C45406C5180EECBC951C0CE17F46E2C2C4540D8C5C03DCFC951C00AFBBE7D1D2C4540A79D4752D2C951C0AC85A86BED2B4540534A6F29E7C951C0B65561A3AC2B4540F647143DF0C951C05DF0AE29902B4540D35B52F014CA51C060E500FA7D2B45407AC953AC1ACA51C03CBACB457C2B45401D019E7939CA51C09BEC4105872B4540A2AC5B7688CA51C04C0570438C2B4540A4C5F1CEA1CA51C019B9EA00882B4540794945BA9FCA51C0AF1BC651B92B4540,402,167,1400000US25025000402,25,25,28,4.02,Tract,1469278.378,4912.248955,8683342.13,3648,0.311472003,11712.1281
0106000020E6100000010000000103000000010000001C000000812BF1F274C851C05200564ACF224540CDF2554964C851C091A13F34F3224540CA4E8BA548C851C02532BEBC002345409A08842A35C851C07802CD751A234540618D46020DC851C0E4D1DAFF002345406C3F4A97FEC751C00F7303CDE7224540B58072D9E8C751C066656DC2BD224540DD09902DCBC751C0450ADC82A5224540E64147ACC5C751C0B41C29029C224540F7B26B06B8C751C0C7B186AA98224540DB8955BC91C751C06C81F2C81F22454002A01EC18DC751C0EBC5135AD6214540DA8E4DF38EC751C014607862D62145407CEA27F38FC751C02A4CBF27D62145403BF1DD5B91C751C0CE0898E0D421454051BD3FFB91C751C0F4A182AAD1214540A21787C091C751C094B8096CCE2145405A28A46C91C751C0CF68003ACC2145406FA541EF8DC751C0E2C298A3C72145403044D2FD9CC751C04F2E60B186214540AA391570CFC751C01DC53465A72145407027F3C5DEC751C0EA412463B52145409AA2E97DE3C751C03B7B7F828B214540DE752C7DE8C751C03BE558F78F214540464C908312C851C0F4E76B7BBB214540EEC5813D26C851C07C84FB3BDB214540233EB5696CC851C06020261763224540812BF1F274C851C05200564ACF224540,140105,67,1400000US25025140105,25,25,29,1401.05,Tract,1772686.62,5576.024722,10880533,3675,0.390285372,9416.186893
0106000020E610000001000000010300000001000000080000007654A86F99C351C02A33340F602B454089DF6C8E73C351C055F11B0A9F2B45407D980F255AC351C04E7529AA7E2B454033006AF640C351C0BF1372A25D2B4540EEEC7F9A5AC351C09F5389CE322B454073130BEF72C351C07A158EE9092B4540433D17B9A7C351C0A974E97E4E2B45407654A86F99C351C02A33340F602B4540,60700,97,1400000US25025060700,25,25,30,607,Tract,236022.7617,1960.883412,1380119.54,1893,0.049504971,38238.58439
0106000020E610000001000000010300000001000000100000006C415A63D0C451C028F0DC40812D4540DA1707CDAEC451C056FBA659A02D4540ECFCC9A99DC451C0DEBDF9F2022E454093C600C287C451C0DFBBC003032E45401E10E46A64C451C04DF20053062E45401855FAD346C451C0242D0F3FFF2D4540C595855B3EC451C08A633A58FF2D4540C88E16BF29C451C0E62B47C5FF2D4540D80B2B172AC451C07CD14FFEEE2D45407BDCD0CB28C451C0A5FFD490B82D45406B471C3F54C451C03943C72AA52D454096B7181D90C451C01F5D75E7892D4540252D7AE3A4C451C0B0E76F067F2D45408BD4DEFAB0C451C0AD6F633F8B2D45406A46529ACDC451C0898C224A7B2D45406C415A63D0C451C028F0DC40812D4540,20101,175,1400000US25025020101,25,25,31,201.01,Tract,420968.7558,3080.01363,2401692.52,4193,0.086148855,48671.56981
0106000020E61000000100000001030000000100000010000000F025C7F5EFC451C073B2F1B73D2945405D891F10E8C451C04D0E3F6D54294540230B6116DAC451C04E2DBB9D7D29454075260BEBC6C451C0FD0EE0DC5F294540A4E95623BBC451C04CE456EF7029454015C08CB795C451C0B1176C088E2945409CB42076A6C451C0618F251FBB29454081CAA71C93C451C039EA2DE1D0294540E06066B96CC451C09CCD6A459B294540296FE10852C451C01E69CCCB61294540CC6C861C5BC451C0C2B75DBC1F294540B57C944A78C451C06A2A821B29294540EC5086FD9EC451C03C5DAD4A2229454086226490BBC451C0B9D7F3160F294540BE4B5CCAF9C451C0E2640DE203294540F025C7F5EFC451C073B2F1B73D294540,90600,134,1400000US25025090600,25,25,32,906,Tract,547174.8895,3688.435955,3246866.13,2348,0.116465283,20160.51429
0106000020E610000001000000010300000001000000120000001076632651C551C0B6FB44D78527454094A025A94CC551C0B0918028982745408C3AB96E4AC551C0757AC7D79E274540ED7442AF3FC551C0AC94F677B62745400817AFEB17C551C0D3B3D825AA274540C2F6DE6DDEC451C0E74C62635E2745401BE7129ED0C451C0C8535B7D75274540007265F9BAC451C05E974B176227454099120DFFE9C451C0AE9EE26E102745402CAFB4E4F1C451C0C70559E201274540FEA94AEA04C551C0D51C7024D02645405C4978B306C551C06D7F016BD5264540D4565B5A0DC551C043A65968E7264540B4F9048717C551C08F418BDAFD264540DEF5B6F127C551C0B72A6DA818274540E6BBCF7D39C551C0E5D0573F36274540ABBA950854C551C0186785E97B2745401076632651C551C0B6FB44D785274540,90200,156,1400000US25025090200,25,25,33,902,Tract,514247.1802,3217.617735,2945580.09,2233,0.105658135,21134.1986
0106000020E6100000010000000103000000010000001E00000013E5C9AA08C551C0C43FEA3D95294540A9ADAFE600C551C0FAD68499B6294540E6D6F083F3C451C06EE1AC70CB294540CAAA5968E7C451C0AD06AC00DF294540921AFDDCD0C451C07C7E9B38B92945408F579A3DD0C451C04609B30DDC2945405606DBA2CCC451C052D02D211F2A454044761E4DF5C451C09F4D9CDD5A2A454042D0DC43C2C451C068DA01BB9A2A45407EFE1518B2C451C0F79283BBB32A454026DF6B239EC451C06F2C60CC962A4540A995E3326EC451C06A284F90D82A454091A17A6B60C451C0F9661B82E32A4540AFBD33BE2FC451C0C4FD0EBBEF2A45402AA8909E22C451C0D1E691CEC02A45404703E7E104C451C0B9EA5C177E2A4540A0F0994011C451C0C1D5075C572A454062F6CE6740C451C0F497B0C1C2294540296FE10852C451C01E69CCCB61294540E06066B96CC451C09CCD6A459B29454081CAA71C93C451C039EA2DE1D02945409CB42076A6C451C0618F251FBB29454015C08CB795C451C0B1176C088E294540A4E95623BBC451C04CE456EF7029454075260BEBC6C451C0FD0EE0DC5F294540230B6116DAC451C04E2DBB9D7D2945405D891F10E8C451C04D0E3F6D54294540E182AB05F6C451C0DFAFCF9D602945407F4A992A18C551C0B0758E1B7E29454013E5C9AA08C551C0C43FEA3D95294540,80100,46,1400000US25025080100,25,25,34,801,Tract,1877078.663,7617.552746,11047170.59,3350,0.396262672,8453.98832
0106000020E6100000010000000103000000010000000D00000034EF698A00C251C0544964C6DB2A4540695348F8DEC151C08F49F92AF92A4540E4B96854E0C151C01FBCFD614B2B45406B6971C79BC151C0CBD3F8BD4D2B4540FF7F65C39AC151C0C36F588FFB2A45409BE5A6069AC151C0E1A8FD9FC32A4540959659BF99C151C01134AAF3A82A45405EE6E3F6CBC151C09B8201D8802A45403364353FFEC151C01CC266D6522A4540DB9E8908FFC151C0D312C1C58A2A4540AFCA559BFFC151C0C234BFD6A52A45400D16C71000C251C0C5C1D993C02A454034EF698A00C251C0544964C6DB2A4540,60101,122,1400000US25025060101,25,25,35,601.01,Tract,550588.6692,3285.443759,3181825.6,3216,0.114132275,28177.83134
0106000020E610000001000000010300000001000000190000007D980F255AC351C04E7529AA7E2B454028A236FDD9C251C0A94F28965B2C4540821A1EA7E8C251C04AC2608F892C4540FA3B560C57C351C0569F6D88F12C45401E1182902CC351C0809E5E28602D45404291A78DEAC251C0969E1EBB0B2E4540B3754485EAC251C07E394301DB2D45402EDFB93313C251C0676FFD15322D45405A1F4A29E8C151C01CD5046C072D454006FF1EF301C251C0F87524D1CB2C4540060B0FF10FC251C0F3BD620AD62C4540EDB5EF6B24C251C0B52CAFAD9F2C4540C68A07043AC251C0A61E963C9E2C45400F7D6B2920C251C054A7A73AE42C45407853CF2F4AC251C093E9264D832C45400B21ADA23FC251C071E087635D2C45409C9EBC8C62C251C0FEFEBB05122C4540CB51E19865C251C0284FB46FEE2B4540471FA60D87C251C0D0FA6626182C45401C5E5A65A6C251C09E03906D192C4540D634473A03C351C0360586527B2B4540E0B94B70EAC251C0AEB7861C5B2B4540F27CF57F0EC351C032DDD5A71C2B454033006AF640C351C0BF1372A25D2B45407D980F255AC351C04E7529AA7E2B4540,60600,91,1400000US25025060600,25,25,36,606,Tract,3570275.48,11475.95648,13571977.55,2357,0.486827649,4841.54917
0106000020E61000000100000001030000000100000015000000497F6EA296C651C0C368C2C1DE2845409EF1DEC666C651C049A0C8975029454057F1133E5BC651C03F61A9A278294540EA11F8A754C651C085B3506B9A294540073720274CC651C00206F36F9729454049C4CD6E2DC651C08F3DB5FCC0294540FE7936001BC651C0072C89416029454032DADD3F16C651C0F5FAD9C534294540EED2A31AF6C551C01BF872F90F29454068088EE909C651C0B00EBEC3ED284540C8AB32A836C651C0272A9E5F942845407CBDD09508C651C01BB3E5B166284540B5AEE3DEFCC551C0E8AFA7CB622845400FFACB2901C651C0E99826E14228454081180EDB16C651C0A9CEE49F19284540F5575FED28C651C00EA6E4BCFF27454077F0342559C651C0AA5541D13C28454031878EE55DC651C0F7F468024528454095366C054DC651C0F1F0C70567284540995102EE79C651C0DD64E444BB284540497F6EA296C651C0C368C2C1DE284540,81300,11,1400000US25025081300,25,25,37,813,Tract,1060720.904,5418.746538,6246271.61,4760,0.224054137,21244.86544
0106000020E61000000100000001030000000100000015000000269F31AEB8C051C063A5A86DC3324540B5096D1B46C051C053BC42AED4334540E234DEAD2CC051C020B3BDC5C333454030A2840D4FC051C0970EF0C16B33454031F74ACD1EC051C06F1487DF4D3345405BEEC439EABF51C01D5D7A8846334540C1E6B8E2E2BF51C016EBF8F71933454001A65DC0CBBF51C05286836742334540F8FD92FC88BF51C07F062B67EF3245401EA6FFE89BBF51C058403A24B5324540C72F18CFA0BF51C0AB70022B873245401EE59CD9AEBF51C024D9E45E60324540655EAA0CE3BF51C019D77D3CF43145402060DF13EBBF51C0210A7C6308324540CDA221C841C051C04D44395B4032454052F761D861C051C0297361F547324540DDC7EE8E8CC051C0E34E55815A324540D4EBAC33BEC051C0F14C87FA5D32454041803BDBA3C051C0F85E936A9F32454055800B76C3C051C0CE0A6400A8324540269F31AEB8C051C063A5A86DC3324540,981502,111,1400000US25025981502,25,25,38,9815.02,Tract,2377356.933,7547.612912,13774214.08,9,0.494081886,18.21560406
0106000020E610000001000000010300000001000000120000003DA9FE5E0AC351C0E304D923D42A4540D716B9AAECC251C0E0345517F02A4540E8D0F38DE8C251C0E0345517F02A45406730A54DD5C251C09B3653AEF02A45403A2055C1A8C251C06D69FA40F22A454070CFC01DA8C251C016E4D7D7BA2A4540F34C8997A7C251C03E2DAF44A02A4540E67188B663C251C066CC8C5DA22A45400D67425A63C251C0E2F0D5A8872A45406DCECAF962C251C0C12B205D6C2A4540994F6F4562C251C0E0A10DE02D2A4540C9F02ADB87C251C0CE32D9243F2A4540390DADC3D1C251C0106540BB432A45402F64185B08C351C0BB987DE5412A454067D6E65608C351C00B45772B4B2A45401DCBECD808C351C01B86743C662A45407637E48409C351C061C740A19E2A45403DA9FE5E0AC351C0E304D923D42A4540,60400,90,1400000US25025060400,25,25,39,604,Tract,736830.5351,3887.577465,4297519.18,4904,0.154152271,31812.70035
0106000020E610000001000000010300000001000000110000001FE0CF807AC551C0EA698176872C4540256FC4245CC551C0726441B7972C454026FAB8A816C551C0E5629BADBC2C4540B792E998F3C451C0DF80F241CF2C4540F1F3CF5FE8C451C0B9DDB0F9B82C4540D426EF71A6C451C04AC9203CDA2C4540DFB7E3A59BC451C0C13DBEC0AC2C45405EFC735FCEC451C0EFE25F79902C45405F57287AE0C451C0C8C9FF58882C454007B38BA4DDC451C03D300E9F742C4540C2416C5CFFC451C0F470CEDC432C454012E7401020C551C07436425E0F2C45400A5154A52DC551C07567FCFA212C4540DAFC258E3CC551C0CA25417E362C4540A1EA03E44BC551C0A7B46802452C45408DC26CE866C551C058C386014B2C45401FE0CF807AC551C0EA698176872C4540,10600,137,1400000US25025010600,25,25,40,106,Tract,627130.6553,3916.593951,162976785.1,2973,5.84598706,508.5539823
0106000020E6100000010000000103000000010000000F000000CC08BBD39DC551C0458C8E53742C45401FE0CF807AC551C0EA698176872C45408DC26CE866C551C058C386014B2C4540A1EA03E44BC551C0A7B46802452C4540DAFC258E3CC551C0CA25417E362C45400A5154A52DC551C07567FCFA212C454012E7401020C551C07436425E0F2C4540D3A6E07F2BC551C01C9CABCDFF2B4540E664925852C551C0035E0B45BA2B45408A3C30D461C551C0E0C88CF2CC2B4540B3ADADF36FC551C0A05729E3DF2B454074F881AE7DC551C08A1F8F4DF22B4540F50D9CA38EC551C0F6E487DA362C45401951DBDC98C551C0B5A222895E2C4540CC08BBD39DC551C0458C8E53742C4540,10500,105,1400000US25025010500,25,25,41,105,Tract,370648.8861,2685.096768,2137658.05,3044,0.076677923,39698.51947
0106000020E61000000100000001030000000100000014000000B241E4839EC951C0EEB152EDD3254540C671F48766C951C0FDCA62450D264540A9D8CAF8F7C851C04A1DBDC0AC264540F7E5843FC3C851C069EC735C8D2645408A2501A5A1C851C07587F8DB9E264540EB4A2BBB60C851C07E6EE02D90264540E10157EC2FC851C02D8A698B6B264540871D13BA4BC851C030C7C132362645409209BC0853C851C02EAAAFE42A264540D19128B682C851C0C5631F7EFE25454056D14963B4C851C0A47776D9AF254540A216E99AC9C851C05CA07CB08C254540371A3599F1C851C05D0C1F4949254540493893C327C951C0AA45D3F9F0244540B36C2CB649C951C0122368EBE02445406C5742CA4FC951C0C2F6EE8FF724454061B6266A69C951C05163D6FA22254540F1D881397AC951C0D06C6F9A3E2545401FE75A608FC951C053A0732B84254540B241E4839EC951C0EEB152EDD3254540,110601,59,1400000US25025110601,25,25,42,1106.01,Tract,2588892.431,6912.715938,15228405.8,2969,0.54624383,5435.30167
0106000020E61000000100000001030000000100000012000000B7A524AFCEC851C0B1C36DA296244540A52D088ECBC851C012966DDFA32445407B88A7902BC851C0F601A648BE244540FDBC598121C851C0AB0C417DCB244540260DC83F33C851C0D2BBFB53AA244540C9C958FD11C851C058044A9D8024454055C2AC1402C851C0C586162B6A244540AD9F38471DC851C02212E19A3B244540E650A43330C851C04DACE15D2E244540C7AFB8382AC851C0B198019F1F244540A7CE25E142C851C0F78F69C2F62345402EAC23D74DC851C0198AA9B7062445409840691B7FC851C0B8F72F2AA92345409EDA4351A0C851C0C9ABC76471234540E3304293C4C851C0B8568B16A0234540F96BC153C8C851C0B6D2B5D8ED234540A411F163CCC851C071B48BF84E244540B7A524AFCEC851C0B1C36DA296244540,110502,24,1400000US25025110502,25,25,43,1105.02,Tract,1278363.343,5095.873975,7365204.55,3806,0.264190329,14406.28055
0106000020E6100000010000000103000000010000001C00000037316327BCCA51C0DEC87B0F97244540BDD8F29194CA51C0DACFA31CCC244540BE2A38807ECA51C0009EF65FE7244540235CDBBE47CA51C0CB8843A8522545400B0DBEDC27CA51C016164D2D5B254540C97FD0CDFEC951C02140D6C05625454057899544F6C951C0E92782CB6325454058DBDA32E0C951C0DE8F0A2C80254540FBBAF1B6D2C951C0C97E20B589254540AC31342DB1C951C091DA3BBB7C2545401FE75A608FC951C053A0732B84254540F1D881397AC951C0D06C6F9A3E25454061B6266A69C951C05163D6FA222545406C5742CA4FC951C0C2F6EE8FF7244540B36C2CB649C951C0122368EBE0244540828F40B96DC951C0C69B99EAC9244540B570A3AB74C951C0FEB50914B1244540878C481284C951C077B89065C12445409C0665C39AC951C09C2931EBC52445400D2D207D93C951C03FFC0D65A8244540B274D13DEBC951C07D17A0BE652445406238180802CA51C0D334D9CA4B2445406674BD512BCA51C0D98640321D2445405557554B3ACA51C0F977ECD8082445400637B33F50CA51C029E1C036E2234540D00803965CCA51C071DE1570CF234540762D2E90A0CA51C03FA5B73D4124454037316327BCCA51C0DEC87B0F97244540,130200,42,1400000US25025130200,25,25,44,1302,Tract,2549646.465,7085.228435,14558816.72,4506,0.522225629,8628.454345
0106000020E6100000010000000103000000010000000F000000FDBC598121C851C0AB0C417DCB2445407BDAEC7E15C851C0E36D0111E2244540AB7C29560DC851C02C851856F124454033C40C6FD6C751C0E834FE07582545407F6DE335AFC751C09A428B8A38254540BC06F850A2C751C094E9A46B26254540E80DD9B0A6C751C04263DC9F8B2445408931855CA9C751C01032297AE0234540E7DCA223B9C751C0B6D2B5D8ED234540445D38F1D5C751C01CD3D6DF12244540D7C8A949F0C751C011C649473924454055C2AC1402C851C0C586162B6A244540C9C958FD11C851C058044A9D80244540260DC83F33C851C0D2BBFB53AA244540FDBC598121C851C0AB0C417DCB244540,110401,23,1400000US25025110401,25,25,45,1104.01,Tract,956396.8235,4273.102027,5623201.08,3566,0.20170456,17679.32266
0106000020E61000000100000001030000000100000016000000911F4D124BC651C09054DB2DC9234540A82DCD7344C651C0F85DA9640024454048AB371614C651C0B3DDE6559D234540BAFD3026FDC551C005EBCADC7C234540FCF67ABDFBC551C091BAA04CA32345407583A2B1F6C551C03067A2EBC2234540D77B0D30F3C551C03A5966BAD7234540F1AA251DE5C551C0016802452C2445400581772AE0C551C0BAD54D7B4A244540FF523944DCC551C03AC4D51F61244540D2A29509BFC551C02465CD03582445406C4AF50EB7C551C0BF65BC1E4C24454021600AF2B3C551C05A4723BC3D244540D8B5C63192C551C0A8F068520A2445402D46C5E578C551C0B0885983F72345401354D38382C551C0563E2E1EDE23454092FE113290C551C07B4A508BC1234540BE145019FFC551C059052FA2ED2245408A81FBE6FEC551C0AF20FEEE1D234540831095D233C651C01A58DAFB542345408D61E2A947C651C08AC5ADD689234540911F4D124BC651C09054DB2DC9234540,101102,22,1400000US25025101102,25,25,46,1011.02,Tract,1020649.661,5734.975285,6040704.52,4396,0.216680434,20287.94168
0106000020E610000001000000010300000001000000130000001AB0AEEE58C451C019BF9128B4304540327D1AFA27C451C034073B6D8D3045405CBCA0832EC451C04B8FD89AAD304540901058C51BC451C0ADCF9104E1304540464505A4FDC351C09AAC48F3C73045401C9C5930F1C351C0A75BA6B1BD30454092F052D0EDC351C06D9982A5BA3045405EC462EFC5C351C0CE3D05F698304540F7FD65DCD4C351C04B5BCE1264304540E1CED619DFC351C016264B033F3045401A323446EBC351C09015109546304540EC1A2CBAF5C351C0FC4E91291F3045401ED106B309C451C035C624CFF52F4540760CC8D11CC451C063AD976C3C30454033EDED7728C451C06E5FBD874B304540C46D7E3331C451C033119B745B304540E4750E4757C451C01D44E00D69304540DEF0923B6CC451C08C6DC281903045401AB0AEEE58C451C019BF9128B4304540,40300,178,1400000US25025040300,25,25,47,403,Tract,540894.7209,3692.901022,3014756.67,3882,0.108139503,35898.07522
0106000020E61000000100000001030000000100000013000000B020E55E60C651C0692D079623244540F88A950A2AC651C01CF328AF952445409D23969526C651C0B755990E9D24454047CC467710C651C0D30CE925C624454085119F3E02C651C0B6AB164ED224454097ECE882FAC551C0297A135CAC24454025295BECF6C551C0A854A184992445403F6A116BF1C551C04DF2CB237F244540FF523944DCC551C03AC4D51F612445400581772AE0C551C0BAD54D7B4A244540F1AA251DE5C551C0016802452C244540D77B0D30F3C551C03A5966BAD72345407583A2B1F6C551C03067A2EBC2234540FCF67ABDFBC551C091BAA04CA3234540BAFD3026FDC551C005EBCADC7C23454048AB371614C651C0B3DDE6559D234540A82DCD7344C651C0F85DA964002445405E8CF8DF4AC651C025A0AB730C244540B020E55E60C651C0692D079623244540,101101,39,1400000US25025101101,25,25,48,1011.01,Tract,690291.9441,3734.862142,4087498.72,3155,0.146618824,21518.38288
